,CASEID,SURV_LANG,FITIN,FRIEND1,FRIEND2,FRIEND3,FRIEND4_1,FRIEND4_2,FRIEND4_3,FRIEND4_4,FRIEND4_5,FRIEND4_6,FRIEND5,FRIEND6_1,FRIEND6_2,FRIEND6_3,FRIEND6_4,FRIEND6_5,FRIEND6_6,FRIEND6_7,DEVICEA,DEVICEB,DEVICEC,DEVICED,HOMEWORKA,HOMEWORKB,HOMEWORKC,INTREQ,GAMING,SNS1_1,SNS1_2,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,SNS2,SOC1,SOC1A_GOOD_1,SOC1A_GOOD_2,SOC1A_GOOD_3,SOC1A_GOOD_4,SOC1A_GOOD_5,SOC1A_GOOD_6,SOC1A_GOOD_7,SOC1A_BAD_1,SOC1A_BAD_2,SOC1A_BAD_3,SOC1A_BAD_4,SOC1A_BAD_5,SOC1A_BAD_6,SOC1A_BAD_7,SOC1A_OTHER,SOC1A_DK_REF,POST1A,POST1B,POST1C,POST1D,POST1E,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,SOC2POSA,SOC2POSB,SOC2POSC,SOC2POSD,SOC2NEGA,SOC2NEGB,SOC2NEGC,SOC2NEGD,SOC4A,SOC4B,SOC4C,SOC4D,SOC5A,SOC5B,SOC5C,SOC6,SOC7_1,SOC7_2,SOC7_3,SOC7_4,SOC7_5,SOC7_6,SOCEXPA,SOCEXPB,SOCEXPC,SOCEXPD,WORRYA,WORRYB,WORRYC,LIMITA,LIMITB,LIMITC,CELL1_1,CELL1_2,CELL1_3,CELL1_4,CELL1_5,CELL1_6,CELL2A,CELL2B,CELL2C,CELL2D,CELL3A,CELL3B,CELL3C,DISTRACT,GROUP1,GROUP2_1,GROUP2_2,GROUP2_3,GROUP2_4,GROUP2_5,GROUP2_6,GROUP2_7,GROUP2_8,GROUP2_9,GROUP2_10,GROUP2_11,GROUP3A,GROUP3B,GROUP3C,GROUP3D,OH1A,OH1B,OH1C,OH1D,OH2A,OH2B,OH2C,OH2D,OH2E,OH2F,OH3_1,OH3_2,OH3_3,OH3_4,OH3_5,OH3_6,OH3_7,GUN1,GUN2A,GUN2B,GUN2C,GUN2D,GUN2E,GENDER,AGE,P_EDUC,RACETHNICITY,HOME_TYPE,HOUSING,INCOME,INTERNET,PHONESERVICE,METRO,REGION4,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,CO_DATE,DURATION,SURV_MODE,MODE_END,DEVICE,WEIGHT
631,1690,,1,1,2,2,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,4,2,2,3,1,0,1,1,1,1,0,0,0,3.0,2,,,,,,,,,1.0,,,,,,,,2,2.0,2.0,2.0,2.0,0,0,1,0,0,0,0,0,2,2,1,2,2,2,2.0,1,1.0,1.0,2.0,1.0,2,2,2,2,0.0,0.0,1.0,1.0,1.0,0.0,2,3,2,2,2,1,2,2,2,2.0,0,1,0,0,0,0,2,2,4,2,1.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1,2,1,1,4,3,3,98,3,4,0,0,0,0,1,1,0,2,2,3,2,3,3,1.0,13,11.0,4.0,3,2,9,1,2,1,1,4,0,0,0,0,1,20180316,7.35,2,2,,0.663988473
632,1691,,2,2,1,3,0,1,0,0,0,0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,2,4,4,4,2,1,0,0,1,1,1,0,0,0,3.0,1,1.0,,,,,,,,,,,,,,,,3,2.0,3.0,3.0,2.0,1,0,1,0,0,0,0,0,2,1,1,1,3,2,3.0,3,1.0,1.0,2.0,1.0,2,3,3,3,,,,,,,1,2,2,2,3,1,3,2,2,2.0,0,0,0,0,0,1,2,2,1,3,3.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,1,1,1,1,3,4,4,4,4,4,0,0,0,0,0,0,1,2,2,2,3,2,1,2.0,14,10.0,3.0,3,2,9,1,2,0,4,6,0,1,1,1,4,20180322,14.25,2,2,,0.713840562
633,1692,,2,2,1,3,1,0,1,0,0,0,4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,2,3,4,4,2,2,0,1,0,1,1,0,0,0,4.0,1,1.0,,,,,,,,,,,,,,,,2,4.0,1.0,4.0,4.0,1,0,1,0,0,0,0,0,1,2,1,3,3,3,3.0,3,1.0,1.0,2.0,1.0,3,4,4,3,,,,,,,3,2,2,4,3,1,,1,1,,0,1,0,1,1,0,1,2,3,4,1.0,3.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,3,3,3,3,2,4,4,2,4,3,0,0,0,0,0,0,1,2,1,3,1,1,2,2.0,13,13.0,1.0,1,1,13,1,2,1,3,4,0,0,2,0,2,20180310,11.13333333,2,2,,0.716564157
634,1693,,2,4,3,2,0,0,0,0,1,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,4,3,2,1,1,0,1,1,1,1,0,0,0,4.0,1,,,,,,,,,,,,,,,98.0,,2,1.0,2.0,2.0,1.0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3.0,3,2.0,1.0,2.0,1.0,1,3,3,3,,,,,,,3,2,4,4,1,2,1,1,1,1.0,0,1,0,1,0,0,2,2,2,2,3.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2,2,3,1,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,2,3,2,1,2.0,17,7.0,4.0,3,3,2,0,4,1,4,5,0,1,0,0,4,20180323,16.43333333,2,2,,3.097835986
635,1694,,1,4,1,3,1,0,1,0,0,0,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,4,4,4,1,1,0,0,0,1,0,0,0,0,,1,1.0,,,,,,,,,,,,,,,,1,1.0,4.0,2.0,4.0,0,0,1,0,0,1,1,0,1,1,1,1,3,3,3.0,3,1.0,1.0,1.0,2.0,3,4,4,3,,,,,,,1,77,1,3,3,3,3,1,1,1.0,0,0,0,0,0,1,2,2,2,4,2.0,2.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,3,3,3,2,2,2,2,2,3,2,0,0,0,0,0,0,1,2,3,3,4,4,2,2.0,13,12.0,2.0,3,2,5,1,4,1,2,5,0,0,3,0,2,20180407,30.51666667,2,2,,0.545388563
636,1695,,1,3,3,2,0,0,1,0,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,3,4,3,3,1,0,1,1,1,1,0,0,0,3.0,2,,,,,,,,,,,,,,1.0,,,3,2.0,2.0,3.0,3.0,0,0,0,0,0,0,0,1,3,3,2,1,3,3,3.0,2,1.0,1.0,2.0,1.0,1,4,3,98,,,,,,,4,3,3,4,1,2,2,2,1,1.0,0,0,0,0,0,1,2,1,1,3,2.0,1.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,1,3,1,1,2,3,2,1,1,3,0,0,0,0,0,0,1,2,1,1,4,1,1,2.0,15,11.0,2.0,3,2,13,0,4,1,1,2,1,0,0,0,1,20180402,82.43333333,2,2,,0.362202142
637,1696,,1,4,1,2,0,0,1,1,1,0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,2,1,1,4,2,4,1,1,0,1,1,1,1,0,0,0,5.0,1,1.0,,,,,,,,,,,,,,,,4,2.0,2.0,3.0,4.0,0,0,1,1,0,0,1,0,1,2,1,1,3,2,3.0,3,1.0,1.0,2.0,1.0,3,2,3,3,,,,,,,1,2,1,1,1,3,1,2,1,2.0,1,0,0,0,0,0,2,2,1,2,2.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,2,4,3,3,2,2,0,0,0,0,0,0,1,2,2,2,3,1,4,1.0,15,12.0,3.0,2,2,10,1,4,1,4,4,0,0,0,1,3,20180325,28.0,2,2,,0.850053722
638,1697,,1,1,1,3,0,0,0,0,0,1,3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,4,4,4,1,2,1,1,1,1,1,0,0,0,2.0,3,,,,,,,,,,,,,,,,,2,2.0,2.0,2.0,2.0,1,1,1,0,0,0,1,0,1,1,1,1,3,2,2.0,3,1.0,1.0,2.0,1.0,2,3,3,3,,,,,,,77,3,3,3,3,3,,2,2,,0,0,0,0,0,1,2,2,2,4,4.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,1,4,2,2,2,2,2,1.0,17,10.0,1.0,1,1,7,1,2,0,2,3,0,0,0,1,2,20180309,12.31666667,2,2,,0.582858748
639,1698,,1,3,1,3,0,0,0,0,1,0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,2,1,1,4,4,4,2,1,0,1,0,1,1,0,0,0,4.0,3,,,,,,,,,,,,,,,,,4,2.0,2.0,4.0,4.0,1,0,0,0,0,0,1,0,3,3,1,3,3,3,3.0,3,2.0,1.0,1.0,1.0,1,2,4,2,0.0,0.0,0.0,0.0,1.0,0.0,77,77,77,77,3,3,3,2,2,2.0,0,0,0,0,0,1,4,2,1,4,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3,1,3,3,2,4,1,3,3,3,0,0,0,0,0,0,1,4,3,4,4,2,4,1.0,14,12.0,1.0,2,1,18,1,2,1,2,3,0,0,0,1,2,20180309,7.983333333,2,2,,0.270599109
640,1699,,2,4,1,2,1,1,1,0,0,0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,2,1,1,4,3,3,1,1,0,1,1,1,1,0,0,0,4.0,3,,,,,,,,,,,,,,,,,2,3.0,2.0,1.0,4.0,0,1,1,0,0,0,1,0,2,2,2,2,3,3,3.0,3,1.0,1.0,2.0,1.0,2,3,3,3,,,,,,,2,3,1,2,1,1,2,1,1,1.0,0,0,0,0,0,1,2,2,1,4,2.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,2.0,1,1,1,1,3,3,3,1,3,2,0,0,0,0,1,1,0,1,1,1,3,1,1,2.0,17,11.0,4.0,3,2,9,1,4,1,3,3,0,0,0,1,2,20180309,16.06666667,2,2,,0.60957155
641,1700,,2,4,1,3,0,1,0,1,1,0,2,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,4,4,4,2,1,1,0,0,0,1,0,0,0,5.0,3,,,,,,,,,,,,,,,,,4,3.0,3.0,3.0,3.0,0,0,0,1,0,0,1,0,2,2,2,2,3,2,3.0,3,1.0,1.0,2.0,1.0,3,4,4,3,,,,,,,2,3,2,2,3,3,1,2,2,1.0,0,0,0,1,0,0,2,1,1,3,3.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1,1,1,2,3,4,3,3,3,4,1,1,1,0,0,0,0,3,1,4,3,1,3,1.0,16,13.0,3.0,4,1,12,1,2,1,3,4,0,0,0,2,2,20180325,16.95,2,2,,2.038630339
642,1701,,2,2,2,3,0,0,0,1,0,0,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1,1,4,4,4,3,1,0,0,0,0,1,0,0,0,,2,,,,,,,,,,,,,,,98.0,,4,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3.0,3,1.0,1.0,2.0,1.0,4,4,4,4,,,,,,,77,77,77,77,1,3,3,1,1,1.0,0,1,0,0,0,0,4,4,2,4,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,1,2,1,0,0,0,0,1,0,4,2,4,2,2,1,1.0,17,11.0,1.0,1,1,14,1,5,1,3,4,0,1,1,0,2,20180309,8.416666667,2,2,,1.603627975
643,1702,,2,1,2,3,0,0,0,0,0,1,4,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,4,2,4,1,1,1,1,1,1,1,0,0,0,5.0,1,,,,,,,,,,,,,,,98.0,,4,3.0,3.0,2.0,4.0,0,0,0,0,0,0,0,1,2,1,2,1,3,3,3.0,3,1.0,1.0,1.0,1.0,4,2,2,3,,,,,,,1,1,1,1,3,3,3,2,2,2.0,0,0,0,0,0,1,1,1,2,4,4.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,2,2,2,2,2,2,2,1,0,1,0,0,0,0,4,1,1,4,1,1,1.0,15,14.0,4.0,3,2,9,1,2,1,1,4,0,0,0,2,2,20180310,20.43333333,2,2,,0.082553886
644,1703,,2,3,1,2,0,0,0,1,0,0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,2,1,1,4,2,4,2,1,0,1,0,1,1,0,0,0,4.0,2,,,,,,,,,,,,,1.0,,,,2,3.0,4.0,4.0,4.0,0,0,1,1,0,0,0,0,2,2,2,3,2,2,1.0,1,1.0,2.0,1.0,2.0,2,3,4,2,1.0,0.0,0.0,1.0,0.0,0.0,4,4,3,2,3,3,3,2,1,2.0,0,0,0,0,0,1,2,1,2,3,2.0,1.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,2,2,1,1,4,4,4,2,4,3,0,0,0,0,0,0,1,2,1,1,4,1,2,2.0,15,14.0,1.0,1,1,13,1,2,1,3,4,0,0,0,0,1,20180325,8.933333333,2,2,,0.535840943
645,1704,,2,1,1,3,0,0,1,0,0,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,4,4,4,1,1,1,1,1,1,1,0,0,0,4.0,3,,,,,,,,,,,,,,,,,1,1.0,1.0,1.0,1.0,1,1,1,0,0,0,1,0,2,2,1,3,3,3,3.0,3,1.0,1.0,2.0,1.0,4,4,4,4,,,,,,,1,77,2,3,1,3,2,2,2,1.0,0,0,0,0,1,0,1,1,2,4,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,1,1,1,2,4,3,3,1,1,3,0,0,0,0,0,0,1,3,2,3,4,3,3,2.0,13,10.0,2.0,1,2,2,1,2,1,3,6,0,0,3,0,4,20180409,18.71666667,2,2,,0.51216939
646,1705,,2,3,1,3,0,1,1,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,2,4,2,3,2,1,0,0,1,0,1,0,1,0,6.0,2,,,,,,,,,,,,,,1.0,,,2,3.0,2.0,1.0,4.0,0,0,0,1,1,0,1,0,2,2,3,2,2,1,3.0,1,1.0,2.0,2.0,2.0,2,1,1,2,1.0,1.0,0.0,1.0,0.0,0.0,4,4,3,3,1,1,3,1,1,1.0,0,0,0,0,0,1,2,2,1,1,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1,1,1,1,4,4,4,4,4,3,1,1,1,1,1,1,0,3,4,4,4,4,4,2.0,17,10.0,1.0,3,2,6,1,4,1,4,5,0,0,1,1,3,20180325,41.16666667,2,2,,0.561840222
647,1706,,1,2,1,3,0,0,0,1,0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2,2,1,2,2,2,1,1,0,0,1,0,1,0,0,0,3.0,2,,,,,,,,,,,1.0,,,,,,3,3.0,4.0,2.0,4.0,0,0,0,0,0,0,0,0,3,3,2,2,3,3,3.0,3,1.0,1.0,1.0,1.0,2,3,3,3,,,,,,,2,2,2,2,1,1,1,2,1,1.0,1,0,0,0,0,0,2,2,1,1,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1,2,1,1,2,4,2,3,3,3,0,0,0,0,0,0,1,2,2,2,2,1,1,1.0,17,10.0,4.0,1,1,5,0,4,1,4,2,0,0,0,0,2,20180317,18.33333333,2,2,,1.273886113
648,1707,,2,3,1,2,0,0,1,0,1,0,2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,2,1,2,4,98,4,2,2,0,0,1,0,0,0,0,0,,1,1.0,,,,,,,,,,,,,,,,2,3.0,3.0,1.0,4.0,0,1,1,1,0,1,1,0,1,1,1,1,3,3,3.0,3,1.0,1.0,2.0,1.0,2,4,3,3,,,,,,,2,1,2,2,2,2,,1,1,,0,0,0,0,1,0,1,1,1,3,3.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3,3,3,3,3,3,1,2,2,3,0,0,0,0,0,1,0,1,1,1,2,1,2,1.0,16,10.0,4.0,3,2,1,1,2,1,4,2,0,0,0,0,2,20180323,37.41666667,2,2,,0.379757503
650,1709,,2,1,2,3,0,0,1,1,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,4,3,4,1,1,1,1,0,1,1,0,0,0,1.0,3,,,,,,,,,,,,,,,,,4,3.0,2.0,3.0,3.0,1,1,1,0,0,0,0,0,2,2,2,2,3,2,3.0,2,2.0,2.0,1.0,1.0,4,4,4,2,0.0,1.0,0.0,0.0,1.0,0.0,3,4,3,3,1,3,1,1,1,1.0,0,0,0,0,0,1,2,2,1,3,3.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1,1,1,1,2,3,4,3,3,2,1,0,1,0,0,0,0,2,2,4,2,2,1,1.0,17,12.0,1.0,1,1,17,1,2,1,3,4,0,0,0,1,3,20180407,17.18333333,2,2,,0.608411985
651,1710,,2,3,1,2,0,0,1,0,0,0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,2,1,1,4,4,4,1,1,0,1,1,1,1,0,0,0,4.0,1,1.0,,,,,,,,,,,,,,,,2,2.0,1.0,2.0,1.0,1,0,1,0,0,0,0,0,1,2,1,2,3,3,2.0,2,1.0,1.0,2.0,1.0,3,3,3,3,,,,,,,1,3,3,2,1,1,1,2,2,2.0,1,0,0,0,0,0,1,2,1,2,2.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,2,2,1,2,4,3,3,2,3,3,0,0,0,0,0,0,1,3,2,3,2,2,2,1.0,17,12.0,1.0,1,1,10,1,4,1,2,5,2,0,1,0,2,20180309,9.55,2,2,,1.139857057
652,1711,,1,3,3,3,0,0,0,1,1,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1,4,4,3,2,1,0,0,0,0,1,0,0,0,,3,,,,,,,,,,,,,,,,,4,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,1,2,2,2,2,3,2,3.0,3,2.0,2.0,1.0,2.0,4,4,4,3,,,,,,,3,3,3,3,3,3,3,1,1,1.0,0,0,0,0,0,1,3,3,4,4,4.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,1,1,1,1,2,3,2,1,2,2,0,0,0,0,0,0,1,1,2,2,4,2,2,2.0,17,10.0,1.0,1,1,12,1,3,1,2,3,0,0,0,1,2,20180403,21.66666667,2,2,,0.619081708
653,1712,,1,1,1,3,1,1,1,0,0,0,4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1,4,2,2,1,1,1,1,0,1,1,0,0,0,5.0,2,,,,,,,,,1.0,,,,,,,,3,2.0,2.0,1.0,2.0,1,1,0,1,0,0,1,0,2,2,1,2,2,3,1.0,2,2.0,1.0,2.0,1.0,3,1,1,2,1.0,0.0,0.0,0.0,0.0,0.0,2,3,3,1,1,3,1,2,1,1.0,0,0,0,0,0,1,4,1,1,3,1.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1,1,1,1,3,4,3,3,2,4,1,0,0,0,0,0,0,3,1,2,4,1,1,1.0,14,11.0,2.0,1,2,7,1,2,1,3,4,0,0,1,1,2,20180327,82.03333333,2,2,,0.530109646
654,1713,,2,3,1,2,0,1,0,0,1,0,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1,1,3,3,4,3,1,0,1,1,1,1,0,0,0,4.0,3,,,,,,,,,,,,,,,,,2,3.0,3.0,1.0,2.0,1,0,1,0,0,0,1,0,2,1,2,1,3,2,3.0,2,2.0,1.0,1.0,2.0,1,1,3,2,1.0,1.0,0.0,1.0,1.0,0.0,1,3,1,1,1,1,2,1,1,1.0,1,1,0,1,0,0,1,2,1,2,3.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,2,1,1,4,1,2,1,3,4,1,0,1,0,1,0,0,1,2,1,4,3,1,2.0,13,10.0,1.0,1,1,5,1,4,1,1,3,0,0,1,0,2,20180325,17.66666667,2,2,,2.605682062
655,1714,,1,2,1,3,0,0,1,1,1,0,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,3,4,4,2,1,1,1,0,1,1,0,1,0,5.0,1,,,,1.0,,,,,,,,,,,,,4,2.0,3.0,4.0,4.0,0,0,0,0,0,0,0,1,2,1,3,2,3,3,3.0,3,1.0,1.0,2.0,1.0,2,4,4,3,,,,,,,2,3,2,1,3,3,3,1,2,1.0,1,0,0,0,0,0,2,2,3,3,3.0,1.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3,3,3,2,3,3,2,2,3,2,0,0,0,0,0,0,1,2,2,2,3,1,2,1.0,14,13.0,4.0,1,1,15,1,2,1,3,3,0,0,0,1,2,20180322,32.38333333,2,2,,0.28721166
656,1715,,1,3,1,2,0,0,1,1,0,0,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2,1,2,4,4,4,1,1,1,1,1,0,1,1,0,0,3.0,1,1.0,,,,,,,,,,,,,,,,1,2.0,1.0,2.0,1.0,1,1,1,0,1,0,1,0,1,1,1,1,3,2,2.0,3,1.0,1.0,2.0,1.0,4,4,3,2,1.0,1.0,0.0,1.0,0.0,0.0,2,2,2,1,1,1,3,2,2,2.0,1,0,0,0,0,0,1,2,1,2,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1,2,2,1,1,3,4,3,3,4,1,0,1,0,1,0,0,2,1,2,3,1,2,2.0,17,12.0,1.0,1,1,13,1,2,1,4,2,0,0,0,0,2,20180310,10.66666667,2,2,,0.403671332
657,1716,,1,1,1,3,0,0,0,1,0,0,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,2,1,1,4,4,4,2,1,0,1,0,1,1,0,0,0,5.0,3,,,,,,,,,,,,,,,,,4,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,1,2,3,2,2,3,3,3.0,3,1.0,1.0,1.0,2.0,4,4,4,3,,,,,,,77,77,3,77,3,3,3,2,2,2.0,0,0,0,0,0,1,3,1,1,3,4.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,1,3,1,4,3,1,2,1.0,16,13.0,1.0,1,1,18,1,2,1,2,4,0,0,0,1,3,20180312,19.08333333,2,2,,0.406050773
658,1717,,1,1,1,2,1,0,0,0,0,0,3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,4,3,4,2,1,0,0,0,0,1,0,0,0,,3,,,,,,,,,,,,,,,,,2,3.0,3.0,3.0,3.0,1,1,1,1,1,0,1,0,3,3,1,3,2,1,2.0,3,2.0,2.0,1.0,2.0,4,4,4,3,,,,,,,77,4,4,4,1,2,2,1,1,1.0,0,0,0,0,0,1,1,2,1,4,1.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,1,2,1,1,4,4,4,4,4,4,1,0,1,0,0,0,0,4,3,4,4,4,4,2.0,13,10.0,4.0,3,2,5,0,4,1,4,3,0,0,1,0,2,20180309,14.95,2,2,,0.524477806
659,1718,,1,2,2,2,0,0,1,0,0,0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1,2,2,2,3,1,0,1,1,0,1,0,0,0,3.0,2,,,,,,,,,,,,,,,,99.0,2,2.0,2.0,2.0,2.0,0,0,1,0,0,1,0,0,1,2,2,2,2,2,2.0,2,2.0,2.0,1.0,2.0,2,2,1,2,1.0,1.0,0.0,0.0,0.0,0.0,3,3,3,2,3,2,2,2,2,1.0,0,0,0,1,1,0,2,2,2,3,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,2,2,2,2,2,2,2,2,2,3,1,0,1,0,0,0,0,3,2,2,2,2,2,2.0,16,10.0,4.0,1,1,10,1,4,1,3,5,0,0,0,2,3,20180327,9.633333333,2,2,,0.526814582
660,1719,,1,2,3,1,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2,1,2,2,1,1,1,0,1,1,1,0,0,0,0,3.0,1,1.0,,,,,,,,,,,,,,,,1,1.0,2.0,1.0,2.0,0,0,0,0,1,0,0,0,2,1,2,1,1,1,2.0,2,2.0,1.0,2.0,1.0,2,2,2,1,0.0,0.0,0.0,0.0,0.0,1.0,2,2,2,1,2,2,1,1,1,2.0,0,0,0,0,0,1,2,3,2,1,3.0,2.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,1,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0,16,9.0,2.0,3,2,4,1,2,1,1,3,0,0,0,0,3,20180325,10.73333333,2,2,,0.6762172
661,1720,,1,3,1,3,0,1,0,1,0,0,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2,1,1,4,2,4,2,1,1,1,1,1,1,1,0,0,3.0,3,,,,,,,,,,,,,,,,,2,2.0,2.0,2.0,2.0,1,0,1,0,1,0,1,0,2,2,2,2,3,3,3.0,3,1.0,1.0,2.0,1.0,4,4,4,3,,,,,,,2,2,2,2,1,3,3,2,1,1.0,1,0,1,0,0,0,3,3,3,3,1.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,1,1,2,3,3,3,3,3,3,3,1,0,1,0,1,0,0,3,1,1,1,1,1,1.0,16,9.0,1.0,3,2,5,0,4,1,1,6,2,1,1,0,2,20180325,14.71666667,2,2,,3.969088796
